recall_id,clause_id,clause_text
5,16,He tells the deputy to check the other driver out.
5,17,"When the driver saw the MC talking to the police,"
5,18,"he reversed,"
5,19,the police followed.
5,20,Then he went forward
5,21,and the police had to make a u-turn.
5,22,The MC thought this was comical.
5,23,He wasn't sure if the other driver was caught or not.
6,1,We were going up to twenty four
6,2,when this guy around the age of 50 starts following me
6,3,"bumper to bumper,"
6,4,at first I didn't take it serious
6,5,but he was too close that I was worried
6,6,that he might hit me.
6,7,"I decided that at the next intersection I am going to confront him,"
6,8,I mean what if he is drunk
6,9,and major accidents are caused by drunk driving
6,10,and he can't even keep to one lane.
6,11,I didn't want to get involved
6,12,"but I have to,"
6,13,"also what if he is having a heart attack,"
6,14,I don't want to read on the news that he died
6,15,while I could have done something about it.
6,16,At the next stop sight I jumped out
6,17,"and informed a sheriff about him,"
6,18,"""that man is either drunk or is having a health problem,"
6,19,he has been following me for a while now
6,20,"and he can't keep on his lane."""
6,21,Seeing that I was talking to the police
6,22,he stopped way far
6,23,and started reversing
6,24,and the police started chasing him.
7,1,A driver and their passenger named Lisa are driving to a baseball game on Egg Ranch Hill.
7,2,"On the way, another driver attempts to cut them off on the 24 highway."
7,3,The other driver proceeds to drive erratically behind them.
7,4,"At first, the driver assumes he is drunk."
7,5,It's his responsibility to report it.
7,6,The driver then considers he may be sick.
7,7,Possibly having a heart attack.
7,8,The driver fears he will regret not doing anything if the man is sick.
7,9,He hears about it after-the-fact.
7,10,He decides to stop and confront him.
7,11,"When only a few miles from the baseball diamond, the driver spots a sheriff."
7,12,He stops to speak with him.
7,13,He addresses his issues with the other driver.
7,14,"As the other driver nears, he spies the sheriff."
7,15,"He turns his car, driving away."
7,16,The sheriff proceeds after him.
7,17,The other driver now driving cautiously.
7,18,The driver does not know what happened after that.
8,1,A person was driving
8,2,and [they] turned right at the Egg Road house.
8,3,Then [they] noticed a person was driving poorly behind them
8,4,and they started to either think
8,5,‘this guy is drunk’
8,6,or ‘[this guy is] having a heart attack.’
8,7,Since they didn't want to read the newspaper tomorrow
8,8,and see ‘man died of heart attack’
8,9,she flagged down the cops
8,10,to let them know that ‘this guy has a problem’
8,11,and then the poor driver started to drive backwards
8,12,and eventually the police caught up to them.
8,13,[I am] not sure what happened to the guy in the end
8,14,"though, but it was funny!"
9,1,All I can remember is drink driving
9,2,number 24
9,3,he was blocking with his car
9,4,and that drink driving is the main cause
9,5,of driving related deaths
11,1,Someone and a girl named Lisa are on their way to a church softball game.
11,2,They're near highway 24.
11,3,There's a man in his mid-fifties.
11,4,That is edging out.
11,5,And blocking the intersection.
11,6,The guy and Lisa manage to get out ahead of him.
11,7,Then they notice that the older man is behind them.
11,8,And he is driving really close to them.
11,9,And cannot maintain a lane.
11,10,They think that he is either drunk or sick.
11,11,He doesn't really want to stop.
11,12,But also doesn't want to hear about a man dying.
11,13,Because he was sick.
11,14,And he didn't help them.
11,15,So they're about to pull over.
11,16,And they see a sheriff's car.
11,17,Which they wave down.
11,18,They tell the Sheriff that the man behind them is either sick or drunk.
11,19,When the man behind them sees the Sheriff.
11,20,He puts his car in reverse.
11,21,And starts backing away.
11,22,Then he drives away.
11,23,With the Sheriff after him.
11,24,The storyteller and Lisa never found out if the man was caught.
11,25,And there was something about Ranch Eggs.
11,26,Which I didn't understand.
12,1,They were going to a church diamond league softball game at the high school
12,2,and they were going up 24
12,3,and they were getting ready to turn at the ranch eggs.
12,4,They put on their turn signals
12,5,and went over.
12,6,There was a guy in his mid fifties
12,7,who was blocking the lane
12,8,and headed to the same spot as they were going
12,9,and they said you jerk
12,10,and they got ahead of him.
12,11,The guy who was blocking the lane starts following them
12,12,"and Lisa the friend said, ""This guy is on your tail."""
12,13,He starts weaving back and forth
12,14,and this lead him to thinking the guy could be a drunk driver
12,15,and how it is the number 1 killer of kids
12,16,and that it is everyone's responsibility to report drunk driving.
12,17,Then he thinks maybe they were having a heart attack
12,18,and that he would feel guilty if he read the paper
12,19,and saw a man had died of a heart attack
12,20,and then he motioned at the police to come towards him.
12,21,He then tells the police that the guy behind him is either drunk or sick.
12,22,"As the police moved towards him,"
12,23,the guy started backing away.
12,24,The police pursued him
12,25,but don't know what the result was.
13,1,"The driver was driving somewhere,"
13,2,"with someone called Lisa,"
13,3,"and there was another car ahead,"
13,4,"blocking the junction,"
13,5,holding up the traffic.
13,6,Somehow the driver of this car ended up behind the first driver
13,7,and he was weaving in and out.
13,8,"The first driver was concerned that the other driver was drunk,"
13,9,"or ill,"
13,10,and he was concerned about an accident happening.
13,11,He pulled up by some police officers (sheriffs)
13,12,and told them what had happened.
13,13,They then went back down the road
13,14,to speak to this other driver
13,15,"but he then reversed his car back down the road,"
13,16,did a u-turn
13,17,and then proceeded to drive very slowly.
13,18,The first driver found this funny
13,19,and wondered whether the police ever got to speak to the other driver.
14,1,Going to the baseball diamond
14,2,on ranch eggs.
14,3,Took the twenty four.
14,4,There was an erratic driver
14,5,swerving and blocking traffic
14,6,in the median.
14,7,Went to report him
14,8,and once the sheriffs started following him
14,9,he started driving more carefully.
15,1,I was driving
15,2,and a person was driving erratically
15,3,and I thought the person was drunk
15,4,but then thought maybe they're having a medical emergency.
15,5,I got the sheriff's attention
15,6,and it was pretty comical.
16,1,When I was going to a church football game
16,2,I saw a guy driving a car.
16,3,He stopped at a junction and blocked it.
16,4,He could not seem to keep on one side of the road.
16,5,I thought he must be drunk
16,6,"and wanted to get away from him,"
16,7,"then I thought, what if he is sick?"
16,8,I would feel terrible to read in the newspaper tomorrow
16,9,that he had died from a heart attack
16,10,and I had done nothing about it.
16,11,"Just then I spotted a sheriff's car,"
16,12,so I went over to him
16,13,and told him that the guy in the car down the road was either drunk or sick
16,14,as he could not keep his car on one side of the road.
16,15,As soon as the guy in the car saw me walking over to the sheriff's car
16,16,he started reversing.
16,17,The sheriff drove towards him.
16,18,The guy started driving carefully.
16,19,The sheriff followed him.
16,20,I have no idea if they ever stopped him or not.
17,1,There was a person driving on the freeway
17,2,and [they were] heading to a hill
17,3,when they noticed a suspicious driver.
17,4,He started by attempting to cut the driver off
17,5,however they managed to get in before him.
17,6,"Once further ahead,"
17,7,the passenger noticed the driver tailing them closely.
17,8,"After a while,"
17,9,they notice a police car
17,10,and gesture [to] them to come over.
17,11,[To] the car they share the information that the driver is either unwell or drunk.
17,12,The police make the decision to follow the mysterious driver
17,13,while he slowly drives away.
18,1,"We were going to the baseball diamond,"
18,2,and the High School.
18,3,"And we were driving up 25th,"
18,4,and we come to an intersection where this guy is coming from 24th.
18,5,"And he tries to get in right in the median,"
18,6,where people turn from you know.
18,7,"And I think ""you jerk"""
18,8,but I manage to get in front of him.
18,9,"Then we head up 25th,"
18,10,"up the hill,"
18,11,by Egg Ranch.
18,12,"And this guy, looks to be middle fifties, is right on my tail."
18,13,"Lisa looked back there and said ""He's right on your tail!"""
18,14,"And sure enough, we're basically bumper to bumper."
18,15,"And he can't keep his truck straight,"
18,16,in and out of the lane.
18,17,So I think he must be drunk.
18,18,And all I can think is how drunk driving is the number one killer on the roads.
18,19,And how it's everyone's responsibility.
18,20,"That or maybe he's having a medical problem, like a heart attack."
18,21,I just know it would kill me if I read in the papers the next day about a guy dying from a heart attack on the road.
18,22,He could be having a heart attack and here I am thinking he's drunk.
18,23,So I feel like I have to do something.
18,24,We're coming up to a stop sign
18,25,"and I decide that when I stop,"
18,26,I'm going to get out
18,27,and go see what's going on.
18,28,"Either he's drunk or having a medical problem,"
18,29,and I decided I needed to help.
18,30,I don't really want to get involved
18,31,but I feel like I have to.
18,32,So I stop at the stop sign.
18,33,"And across the intersection, a police car has pulled up."
18,34,"So I wave him over,"
18,35,and I get out of the car.
18,36,And I tell the deputy that either this guy behind me is drunk or having a definite medical problem
18,37,because he's swerving across the lanes.
18,38,"But the driver saw me get out and talk to the deputy,"
18,39,"and now he's stopped way back, far back from my car."
18,40,Ha ha.
18,41,"Then as the deputy is walking down there to talk to him, he starts backing up."
18,42,"And then he pulls a u turn,"
18,43,and the police car follows him.
18,44,But he's going real slow and careful down the road.
18,45,It was quite comical.
18,46,I don't know if they ever managed to pull him over.
19,1,"A guy and his friend, Lisa, were driving to a ball game."
19,2,They were on Highway 24.
19,3,"While on the highway, a guy pulls out in front of them."
19,4,He completely blocks the highway.
19,5,The driver manages to get around him.
19,6,Lisa says he is right on their tail.
19,7,The driver sees that he is driving erratically.
19,8,"They are near ""Ranch Eggs"" when the driver sees a stop sign ahead."
19,9,He sees that there is a cop car ahead.
19,10,He figures he will get the attention of the cop.
19,11,He is concerned that the driver might be drunk.
19,12,He is concerned that this is everyone's responsibility to take action.
19,13,He really didn't want to get involved.
19,14,He decided he was going to anyway.
19,15,He thought maybe the driver was drunk or sick.
19,16,He thought perhaps he was having a heart attack.
19,17,He didn't want to hear on the news that a person died of a heart attack.
19,18,He didn't want to hear that he did nothing.
19,19,He calls the cop over to his car.
19,20,He tells him the other driver has a problem.
19,21,He tells him the other driver could be drunk or sick.
19,22,The other driver had stopped a ways back from the car.
19,23,The cops approach the other car.
19,24,The guy does a u-turn.
19,25,The guy drives cautiously away.
19,26,The police followed.
19,27,The guy didn't know if he was ever caught.
19,28,The guy found the whole thing funny.
21,1,They were on their way to a church baseball game at diamond.
21,2,A car was blocking the road.
21,3,People had to go around the car.
21,4,"When they finally got to go around the car,"
21,5,the car that was blocking the road started following them.
21,6,They were riding the car's butt.
21,7,[They were] swerving all over the road.
21,8,The driver thought that maybe the other driver was drunk.
21,9,[The driver thought that] something bad was happening like him having a heart attack.
21,10,The driver decided that at the stop sign he was going to get out.
21,11,[The driver decided] to see what the other driver's problem was.
21,12,"When he got to the stop sign,"
21,13,he noticed a police officer.
21,14,[He] waved him over.
21,15,He told the cop that the car behind him was either drunk.
21,16,[He told the cop that] something was wrong with him.
21,17,The other driver then started to back away.
21,18,[The other driver] tried to get away from the cops.
22,1,"Driver with Melanie was driving on a highway,"
22,2,somewhere near twenty four
22,3,"when a guy was blocking the highway,"
22,4,he then proceeded to follow them
22,5,and driver was concerned
22,6,as to whether he was drunk or having a heart attack
22,7,so stopped the sheriff.
23,1,There is a lady driving in the road
23,2,with her friend Lisa.
23,3,They recall that two months ago
23,4,they were supposed to go and watch a softball game.
23,5,As they are driving
23,6,they realize that someone is driving suspiciously close to them.
23,7,Lisa even said he was on their tail.
23,8,He was very close
23,9,such that it was bumper to bumper.
23,10,They continued on the road
23,11,and turned onto the road called twenty-four
23,12,and the man followed them still.
23,13,They realized that he was weaving
23,14,"and could not keep to one side of the road,"
23,15,he was not keeping to his lane.
23,16,At this point they thought
23,17,that he was either drunk or sick
23,18,for example having a heart-attack.
23,19,They called the cops on him
23,20,and as he saw police approaching his car
23,21,"he had parked at a distance,"
23,22,he started driving in reverse.
23,23,The cops started chasing him
23,24,and this is where the story ends
23,25,as the two ladies also never got to know
23,26,if the police caught up with the driver.
24,1,Something about a guy
24,2,on his way to a game
24,3,"and he's stuck in traffic,"
24,4,then something about a driver
24,5,driving erratically.
24,6,Narrator is wondering
24,7,whether he is drunk
24,8,or having a medical emergency.
24,9,Ends up talking
24,10,to a cop
24,11,about it.
25,1,I was driving to a baseball game with Lisa
25,2,when a middle-aged man pulled up into the lane beside me.
25,3,He was angry
25,4,I did not let him into my lane
25,5,so he blocked a lane
25,6,and then proceeded to tailgate me for several miles.
25,7,As we approached our destination
25,8,I got to a stop sign
25,9,and saw a police car.
25,10,When I got out of my car to tell the police about his erratic driving
25,11,the other driver backed up down the road.
25,12,The police chased the other driver
25,13,but I am not sure
25,14,they ever caught up with him.
26,1,they were going to a baseball game with Lisa
26,2,a car stopped in the middle of the highway
26,3,and almost rear-ended them
26,4,then at first they thought maybe he was drunk
26,5,because of how he was driving
26,6,then he felt bad
26,7,and thought he may be having a heart attack
26,8,The guy was reversing into them now
26,9,They called the police
26,10,and told them he was either drunk or having a heart attack
26,11,as first he was on their bumper
26,12,then he was reversing into them
26,13,The police arrive
26,14,and the car in question now slows down
26,15,and drives normal
27,1,I was heading to the church softball field
27,2,"To be honest, all I can remember is that they were driving to the game"
27,3,A guy pulled out and blocked traffic on 24 highway
27,4,and they went around
27,5,He started following them
27,6,and got right up on his bumper
27,7,but he was weaving in and out of the lane
27,8,The first driver thought he should stop at the next stop sign
27,9,and find out what the other driver's problem was
27,10,He thought he was either drunk or sick
27,11,"Once he stopped, he noticed a sheriff in his car"
27,12,and signaled him over
27,13,He told the officer what was going on
27,14,and the officer started towards the other car
27,15,The driver of that car threw it in reverse
27,16,and started backing down the road
27,17,with the officer following him
27,18,He then slammed on his brakes
27,19,and changed gears
27,20,and moved forward
27,21,The officer did a U-turn
27,22,and continued to follow the driver
27,23,"By the way, there was a girl named Lisa in the car with the original driver"
28,1,The speaker and a woman are in a car driving.
28,2,They pass by a car that is stopped at an intersection at a stop sign on 24th street.
28,3,A man around his 50s is driving the car.
28,4,The man and woman pass the other driver and keep driving.
28,5,"The car then comes up behind them,"
28,6,"and the woman tells the speaker that the other car is driving really close, bumper-to-bumper."
28,7,"Also, the other car is also swaying side to side,"
28,8,very dangerously.
28,9,"The speaker recalls thinking that the driver of the car behind them might be drunk,"
28,10,or maybe having a medical emergency.
28,11,So the speaker decides to confront them the next time they come up to a stop sign.
28,12,"When they arrive at an intersection,"
28,13,the driver spots a police car on the other side of the road.
28,14,The speaker gets out of the car
28,15,and catches the police's attention
28,16,and explains to them the reckless driving the other car is doing.
28,17,"The other car is suddenly going very slowly,"
28,18,and then starts reversing when the speaker is speaking to the police.
28,19,The police then go back to their car
28,20,and try to catch up to the reckless driver.
28,21,The speaker doesn't know if the police ever caught the reckless driver or not.
29,1,"Heading to a baseball game in a church league,"
29,2,I'm heading down 24 headed to Ranch Eggs diamond
29,3,and this car starts to pull out onto the highway.
29,4,He eventually blocks the entire highway
29,5,and I get around him.
29,6,Eventually he's tailgating me
29,7,and following me really close like bumper to bumper.
29,8,"Even Lisa says ""He's trying really close to you."""
29,9,He also begins to weave around the road
29,10,and I think at this point that he's probably drunk.
29,11,I was about to dismiss them
29,12,but then I think that maybe they're sick or having a heart attack.
29,13,I'd to read the paper the next day
29,14,and realize he died because he had a heart attack.
29,15,As soon as we reach the next intersection at a stop sign
29,16,I see a sheriff's car across the road
29,17,and get out to tell them that I think the guy behind me is either drunk or sick
29,18,as he was weaving all over the road while tailgating me.
29,19,The sheriff starts walking to the car behind me
29,20,and he slowly starts reversing back down the highway.
29,21,The sheriff gets in their car
29,22,"and starts down the road,"
29,23,and the other driver put his car in drive
29,24,and starts slowly moving forward.
29,25,The sheriff does a U-turn
29,26,and at that point I'm not sure what happened with the driver.
30,1,A guy is heading to a church softball game
30,2,at Homestead School
30,3,with his friend Lisa
30,4,when he encounters a person
30,5,driving poorly
30,6,and sometimes following him
30,7,on the 24.
30,8,He is concerned
30,9,this person may be drunk
30,10,"or possibly sick,"
30,11,maybe even a heart attack.
30,12,When coming across a sheriff car
30,13,he informs them.
30,14,The sheriff attempts to follow
30,15,as the suspect drives slowly
30,16,and true.
30,17,The man did not ever find out
30,18,what the situation was.
31,1,You were driving to the softball league along highway 24.
31,2,This guy starts weaving between traffic.
31,3,[He] starts to follow you.
31,4,Your friend Lisa is in the car.
31,5,[Lisa] also thinks that this guy is following you.
31,6,You don't know if he is drunk.
31,7,[You don't know if] he is having a heart attack.
31,8,[So] you decide to stop.
31,9,[You decide] to check it out.
31,10,"As you stop, you notice a police sheriff."
31,11,[So] you get him to come over.
31,12,[You] explain [it] to him.
31,13,They then notice that the guy has reversed slowly down the road.
31,14,"As they follow, [he] starts to drive normally."
32,1,This is a story about how there were these two individuals
32,2,who were going to a church softball game (not sure if I am right).
32,3,They were in the car
32,4,on their way to the game
32,5,when they had issues on the road
32,6,with an elderly man
32,7,who seemed to have been drunk driving or sick.
32,8,The man could not stay in one lane
32,9,and was going over towards their car.
32,10,The narrator talks about trying to get away from the man
32,11,by going up a hill.
32,12,The man seems to follow them
32,13,to the point he was bumper to bumper with them.
32,14,The narrator talks to the passenger called Lisa
32,15,and tells her that they suspect that the man is drunk or might be experiencing a heart attack.
32,16,The narrator thinks of ways to help this man
32,17,as they did not want the man to get hurt
32,18,or appear in the headlines as someone who got hurt.
32,19,They look around
32,20,and see a sheriff's car not too far.
32,21,They try to go towards the sheriff.
32,22,The narrator gets out of the car
32,23,and tells the sheriff what is going on.
32,24,"They see the car of the man slowing down,"
32,25,the sheriff goes into their car
32,26,and chases after the man
32,27,and the story ends there.
33,1,"Someone was on their way to a softball game at high school,"
33,2,something to do with a twenty-fourth.
33,3,"They were waiting for a space,"
33,4,"but there was bad traffic,"
33,5,and someone cut them up.
33,6,"They drove on,"
33,7,"and the person that cut them up started following them,"
33,8,"driving dangerously,"
33,9,and tailing them.
33,10,"They thought this person was either drunk or sick,"
33,11,"so decided at the next traffic light they would stop,"
33,12,"and get out,"
33,13,and check.
33,14,"When they hit the next light,"
33,15,"there was a police car there,"
33,16,"so they called the police over,"
33,17,and explained what was happening.
33,18,"The car that was tailing them saw the police,"
33,19,"and reversed to go the other way,"
33,20,"driving overly slowly,"
33,21,and overly cautiously now they knew they were being watched.
33,22,The story teller never found out whether they were stopped by the police or not.
34,1,A couple were at a baseball game
34,2,and then left.
34,3,They went to highway 44
34,4,and came across a strange driver
34,5,who tailgated them.
34,6,When they had a chance
34,7,to hail a police car
34,8,they did.
34,9,The police then investigated.
35,1,They were going to a church baseball game at the diamond
35,2,and were on Highway 24.
35,3,A guy blocked the highway
35,4,and the narrator moved into the median before the guy.
35,5,The guy then followed the narrator down the road to the diamond
35,6,about a mile or two past Ranch Eggs.
35,7,The guy was swerving
35,8,and the narrator thought he was drunk or sick.
35,9,Lisa pointed out the guy was really close.
35,10,The narrator stopped at a stop sign
35,11,and motioned the cops over.
36,1,There were driving to a church softball league game at the Diamond at Homestead High.
36,2,They were driving up 22
36,3,and were about to make a turn near Egg Ranch (?)
36,4,when a guy pulled across into the median
36,5,and started blocking the 24.
36,6,They noticed that the guy must have a problem.
36,7,They first thought he must be drunk
36,8,but then thought he might be sick -
36,9,having a heart attack or something.
36,10,They didn't want to read in the paper that a guy had died of a heart attack
36,11,when they could have done something by checking
36,12,so they decided they would check out what was happening
36,13,even though they didn't want to get involved.
36,14,They said to Lisa who was in the car that the guy behind them had some problem
36,15,and couldn't stay on one side of the road.
36,16,They made a decision to stop at the stop sign a mile or 2 down the road
36,17,and get out the car
36,18,and see what was happening in the car behind.
36,19,When they got to the stop sign a police patrol car pulled up on the opposite side at the same time
36,20,so they waved the Deputy over.
36,21,They explained to the Deputy that the guy in the car behind seemed to either be drunk or sick
36,22,as they were unable to keep their vehicle on one side of the road.
36,23,When they got out the car to speak to the Deputy
36,24,they noticed the other car had stopped a ways back
36,25,and was now slowing reversing back down the road away from them.
36,26,The police car then drove towards them
36,27,and they pulled a U-turn
36,28,and drove away faster.
36,29,The story narrator never found out what happened to them.
37,1,We were on our way to a softball league game.
37,2,Pulling up twenty four interstate.
37,3,They see another driver behind them.
37,4,Who they suspect was ill or drunk.
37,5,Call the sheriffs over.
37,6,To try and stop the man.
37,7,As they didn't want to be known as the person who did nothing.
37,8,The sheriff tries to signal them down.
37,9,But they go into reverse.
37,10,And then forward.
37,11,After it was comical.
38,1,"Driving to a softball game,"
38,2,I came across another car driving erratically.
38,3,"I wasn't sure if the driver was drunk or sick,"
38,4,but I knew I had to do something.
38,5,I spoke to the police
38,6,who headed towards the other car
38,7,which had stopped in the road.
38,8,The other car noticed
38,9,and started reversing
38,10,before turning around
38,11,and driving away slowly and carefully
38,12,while being followed by the police.
38,13,"I don't know what became of that car,"
38,14,or its driver.
39,1,"Two months ago on a Sunday,"
39,2,I was driving for a game
39,3,and we passed a car.
39,4,"He was sitting right there in the middle of the highway,"
39,5,"so when the traffic cleared,"
39,6,I went ahead
39,7,"and was getting near diamond close to twenty-four,"
39,8,then we noticed he was following us bumper to bumper.
39,9,I didn't notice at first
39,10,but my friend Lisa drew my attention to it.
39,11,I kept my eye on him
39,12,so that he doesn't bump into me.
39,13,"He kept driving crazy,"
39,14,moving from one lane to another.
39,15,I had a lot of thoughts about drunk driving
39,16,and how it can cause accidents
39,17,and I thought he is definitely drunk.
39,18,"However, my mind kept bugging me"
39,19,"and I thought again,"
39,20,he could be ill or having a heart attack.
39,21,"Either way, I need to check on him"
39,22,to prevent any mishap.
39,23,I didn't want to feel guilty if something happened
39,24,so I made up my mind to truly check.
39,25,"Suddenly, I saw the sheriff's car"
39,26,and I signaled them to come over.
39,27,"When they did,"
39,28,"I told them that something was wrong with the guy behind me,"
39,29,like he was drunk or ill.
39,30,"Apparently, when I stopped,"
39,31,he also stopped a few miles behind me.
39,32,"When they were approaching him,"
39,33,"he reversed,"
39,34,they kept following him
39,35,and he kept reversing
39,36,until they had him backed in a corner.
39,37,"When he realized he was being cornered,"
39,38,"he started driving forward,"
39,39,they had to do a U-turn
39,40,and start a pursuit of him.
39,41,Till date I don't know
39,42,if they stopped or caught him.
40,1,It's the story of a guy
40,2,that's driving to go attend a softball game.
40,3,"While he's driving on road Twenty-Four,"
40,4,he meets another driver driving very dangerously.
40,5,That driver is constantly moving between the lanes
40,6,and following his car too closely.
40,7,The guy isn't sure
40,8,if the dangerous driver is drunk
40,9,"or sick,"
40,10,and if he is sick
40,11,he would feel bad
40,12,if something bad happened to him.
40,13,So he goes to see the cops for help
40,14,and they start chasing the dangerous driver.
40,15,The person telling the story doesn't know
40,16,if they ever caught him.
41,1,**About a month ago**
41,2,**see**
41,3,**we were going to a church league softball game**
41,4,**They'd had the games all scheduled for the diamond at Homestead High School**
41,5,**You know where that's at?**
41,6,**Well**
41,7,**we're going up Twenty-four**
41,8,"**and getting ready to turn there, at Ranch Eggs**"
41,9,**and I was slowing down**
41,10,**got my turn signal on**
41,11,**and as I was slowing down**
41,12,**there's this guy sitting over here to the right**
41,13,**coming on to Twenty-four**
41,14,**Looked like he's about in his middle fifties**
41,15,**And he starts creeping out onto Twenty-four**
41,16,**and he's blocking off the lane**
41,17,**and he's heading for the same spot that I'm going**
41,18,**You know how you sit there and wait for the traffic to get by**
41,19,**Right there in the median?**
41,20,**This guy starts**
41,21,**pulls out in the lane**
41,22,**I thought you jerk**
41,23,**but I hurried up**
41,24,**and got in there ahead of him**
41,25,**And he sits there**
41,26,**and waits on**
41,27,**Mean he's got Twenty-four blocked**
41,28,**He's sitting there**
41,29,**right in the middle of the highway**
41,30,**Got it blocked**
41,31,**So we went on across**
41,32,**as soon as traffic cleared**
41,33,**and we're headed up there towards that diamond**
41,34,"**and it's about maybe mile, two miles north of Twenty-four on Aboite Center**"
41,35,**and this guy's following us**
41,36,"**see, as we're going up there this hill there**"
41,37,**At Ranch Eggs**
41,38,**We're going up this hill**
41,39,**and this guy's right on my tail**
41,40,**And Lisa was with me**
41,41,**and she said**
41,42,**That guy is right on your tail**
41,43,**I looked in the mirror**
41,44,**and sure enough**
41,45,**he's right up there**
41,46,**practically bumper to bumper**
41,47,**and I'm trying to keep an eye on him**
41,48,**make sure he doesn't slam into me or anything**
41,49,**He starts weaving back and forth**
41,50,**couldn't keep it in one lane**
41,51,**Really bad news**
41,52,**And all the time this is going on**
41,53,**I'm thinking how drunk driving is the number one killer of kids**
41,54,**and all this business**
41,55,**How it everybodys responsibility**
41,56,**So I was trying to make up my mind what to do**
41,57,**I was pretty sure he was drunk**
41,58,**at least he appeared that way**
41,59,**so I figured that when we get up to this stop sign**
41,60,**I'm going to go back and find out what his problem is**
41,61,**cause**
41,62,**I'm thinking he's drunk**
41,63,**and I know I oughta do something about it**
41,64,**but at the same time**
41,65,"**if he's sick, like maybe he's having a heart attack or something**"
41,66,**you know**
41,67,**You gotta do something**
41,68,**I'd really feel bad if I read the papers the next day**
41,69,**that the guy**
41,70,**some guy**
41,71,**died with a heart attack**
41,72,**and there I was thinking he was drunk**
41,73,**And I didn't really want to get involved**
41,74,**to be honest with you**
